"token ID";"tokens";"POStags";"lemmas";"namedEntities"
"t55445";"fürchterlichem";"ADJA";"fürchterlich";""
"t55446";"Gebrüll";"NN";"Gebrüll";""
"t55447";",";"$,";",";""
"t55448";"über";"APPR";"über";""
"t55449";"die";"ART";"d";""
"t55450";"Bahn";"NN";"Bahn";""
"t55451";"wandeln";"VVINF";"wandeln";""
"t55452";".";"$.";".";""
"t55453";"Sie";"PPER";"Sie|sie|sie";""
"t55454";"sind";"VAFIN";"sein";""
"t55455";"von";"APPR";"von";""
"t55456";"höherem";"ADJA";"hoch";""
"t55457";"Wuchs";"NN";"Wuchs";""
"t55458";"als";"KOKOM";"als";""
"t55459";"die";"ART";"d";""
"t55460";"europäischen";"ADJA";"europäisch";""
"t55461";"Stiere";"NN";"Stier|Stiere";""
"t55462";",";"$,";",";""
"t55463";"haben";"VAFIN";"haben";""
"t55464";"kurze";"ADJA";"kurz";""
"t55465";"Beine";"NN";"Bein";""
"t55466";"und";"KON";"und";""
"t55467";"Schwanz";"NN";"Schwanz";""
"t55468";",";"$,";",";""
"t55469";"einen";"ART";"ein";""
"t55470";"stark";"ADJD";"stark";""
"t55471";"vortretenden";"ADJA";"<unknown>";""
"t55472";"Muskelbuckel";"NN";"<unknown>";""
"t55473";";";"$.";";";""
"t55474";"ihre";"PPOSAT";"ihr";""
"t55475";"Hörner";"NN";"Horn";""
"t55476";"sind";"VAFIN";"sein";""
"t55477";"an";"APPR";"an";""
"t55478";"der";"ART";"d";""
"t55479";"Wurzel";"NN";"Wurzel";""
"t55480";"weit";"ADJD";"weit";""
"t55481";"abstehend";"ADJD";"<unknown>";""
"t55482";",";"$,";",";""
"t55483";"Kopf";"NN";"Kopf";""
"t55484";",";"$,";",";""
"t55485";"Hals";"NN";"Hals";""
"t55486";"und";"KON";"und";""
"t55487";"Schultern";"NN";"Schulter|Schultern";""
"t55488";"mit";"APPR";"mit";""
"t55489";"langhaariger";"ADJA";"langhaarig";""
"t55490";"Mähne";"NN";"Mähne";""
"t55491";"bedeckt";"VVPP";"bedecken";""
"t55492";".";"$.";".";""
"t55493";"Man";"PIS";"man";""
"t55494";"konnte";"VMFIN";"können";""
"t55495";"nicht";"PTKNEG";"nicht";""
"t55496";"daran";"PROAV";"daran";""
"t55497";"denken";"VVINF";"denken";""
"t55498";",";"$,";",";""
"t55499";"ihren";"PPOSAT";"ihr";""
"t55500";"Wanderzug";"NN";"Wanderzug";""
"t55501";"aufzuhalten";"VVIZU";"aufhalten";""
"t55502";".";"$.";".";""
"t55503";"Wenn";"KOUS";"wenn";""
"t55504";"die";"ART";"d";""
"t55505";"Bisons";"NN";"Bison";""
"t55506";"eine";"ART";"ein";""
"t55507";"Richtung";"NN";"Richtung";""
"t55508";"genommen";"VVPP";"nehmen";""
"t55509";"haben";"VAFIN";"haben";""
"t55510";",";"$,";",";""
"t55511";"ist";"VAFIN";"sein";""
"t55512";"nichts";"PIS";"nichts";""
"t55513";"imstande";"ADV";"imstande";""
"t55514";",";"$,";",";""
"t55515";"ihren";"PPOSAT";"ihr";""
"t55516";"Zug";"NN";"Zug";""
"t55517";"einzuhalten";"VVIZU";"einhalten";""
"t55518";"oder";"KON";"oder";""
"t55519";"zu";"PTKZU";"zu";""
"t55520";"ändern";"VVINF";"ändern";""
"t55521";";";"$.";";";""
"t55522";"er";"PPER";"er";""
"t55523";"gleicht";"VVFIN";"gleichen";""
"t55524";"einem";"ART";"ein";""
"t55525";"Strome";"NN";"Strom";""
"t55526";"lebendigen";"ADJA";"lebendig";""
"t55527";"Fleisches";"NN";"Fleisch";""
"t55528";",";"$,";",";""
"t55529";"der";"PRELS";"d";""
"t55530";"sich";"PRF";"er|es|sie";""
"t55531";"durch";"APPR";"durch";""
"t55532";"keinen";"PIAT";"kein";""
"t55533";"Damm";"NN";"Damm";""
"t55534";"einengen";"VVINF";"einengen";""
"t55535";"lässt";"VVFIN";"lassen";""
"t55536";".";"$.";".";""
"t55537";"Die";"ART";"d";""
"t55538";"Reisenden";"NN";"Reisende";""
"t55539";"schauten";"VVFIN";"schauen";""
"t55540";"von";"APPR";"von";""
"t55541";"den";"ART";"d";""
"t55542";"Stegen";"NN";"Steg";""
"t55543";"aus";"APPR";"aus";""
"t55544";"diesem";"PDAT";"dies";""
"t55545";"merkwürdigen";"ADJA";"merkwürdig";""
"t55546";"Schauspiel";"NN";"Schauspiel";""
"t55547";"zu";"PTKVZ";"zu";""
"t55548";".";"$.";".";""
"t55549";"Aber";"KON";"aber";""
"t55550";"der";"ART";"d";""
"t55551";"am";"APPRART";"am";""
"t55552";"meisten";"PIS";"meist";""
"t55553";"dadurch";"PROAV";"dadurch";""
"t55554";"bedrängte";"VVFIN";"bedrängen";""
"t55555";"Phileas";"NE";"Philea";"B-PER"
"t55556";"Fogg";"NE";"<unknown>";"I-PER"
"t55557";"blieb";"VVFIN";"bleiben";""
"t55558";"an";"APPR";"an";""
"t55559";"seinem";"PPOSAT";"sein";""
"t55560";"Platz";"NN";"Platz";""
"t55561";"und";"KON";"und";""
"t55562";"wartete";"VVFIN";"warten";""
"t55563";"mit";"APPR";"mit";""
"t55564";"philosophischer";"ADJA";"philosophisch";""
"t55565";"Ruhe";"NN";"Ruhe";""
"t55566";",";"$,";",";""
"t55567";"bis";"KOUS";"bis";""
"t55568";"es";"PPER";"es";""
"t55569";"den";"ART";"d";""
"t55570";"Ochsen";"NN";"Ochse|Ochsen";""
"t55571";"gefallen";"VVPP";"fallen|gefallen";""
"t55572";"würde";"VAFIN";"werden";""
"t55573";",";"$,";",";""
"t55574";"die";"ART";"d";""
"t55575";"Bahn";"NN";"Bahn";""
"t55576";"frei";"ADJD";"frei";""
"t55577";"zu";"PTKZU";"zu";""
"t55578";"machen";"VVINF";"machen";""
"t55579";".";"$.";".";""
"t55580";"Passepartout";"NN";"Passepartout";""
"t55581";"geriet";"VVFIN";"geraten";""
"t55582";"in";"APPR";"in";""
"t55583";"Wut";"NN";"Wut";""
"t55584";"über";"APPR";"über";""
"t55585";"die";"ART";"d";""
"t55586";"dadurch";"PROAV";"dadurch";""
"t55587";"veranlasste";"ADJA";"veranlaßt";""
"t55588";"Verspätung";"NN";"Verspätung";""
"t55589";".";"$.";".";""
"t55590";"Gerne";"ADV";"gerne";""
"t55591";"hätte";"VAFIN";"haben";""
"t55592";"er";"PPER";"er";""
"t55593";"alle";"PIAT";"alle";""
"t55594";"seine";"PPOSAT";"sein";""
"t55595";"Revolver";"NN";"Revolver";""
"t55596";"gegen";"APPR";"gegen";""
"t55597";"sie";"PPER";"sie";""
"t55598";"abgefeuert";"VVPP";"abfeuern";""
"t55599";".";"$.";".";""
"t55600";"»";"$(";"»";""
"t55601";"Was";"PWS";"was";""
"t55602";"für";"APPR";"für";""
"t55603";"ein";"ART";"ein";""
"t55604";"Land";"NN";"Land";""
"t55605";"!";"$.";"!";""
"t55606";"«";"$(";"«";""
"t55607";"rief";"VVFIN";"rufen";""
"t55608";"er";"PPER";"er";""
"t55609";"aus";"PTKVZ";"aus";""
"t55610";",";"$,";",";""
"t55611";"»";"$(";"»";""
"t55612";"wo";"PWAV";"wo";""
"t55613";"man";"PIS";"man";""
"t55614";"nur";"ADV";"nur";""
"t55615";"Ochsen";"NN";"Ochse|Ochsen";""
"t55616";"braucht";"VVFIN";"brauchen";""
"t55617";",";"$,";",";""
"t55618";"um";"KOUI";"um";""
"t55619";"Bahnzüge";"NN";"<unknown>";""
"t55620";"aufzuhalten";"VVIZU";"aufhalten";""
"t55621";"!";"$.";"!";""
"t55622";"Da";"ADV";"da";""
"t55623";"wandeln";"VVFIN";"wandeln";""
"t55624";"sie";"PPER";"sie";""
"t55625";"in";"APPR";"in";""
"t55626";"Prozessionen";"NN";"Prozession";""
"t55627";",";"$,";",";""
"t55628";"in";"APPR";"in";""
"t55629";"aller";"PIAT";"alle";""
"t55630";"Gemächlichkeit";"NN";"Gemächlichkeit";""
"t55631";",";"$,";",";""
"t55632";"als";"KOKOM";"als";""
"t55633";"ob";"KOUS";"ob";""
"t55634";"sie";"PPER";"sie";""
"t55635";"gar";"ADV";"gar";""
"t55636";"nicht";"PTKNEG";"nicht";""
"t55637";"genierten";"VVFIN";"genieren";""
"t55638";"!";"$.";"!";""
"t55639";"Zum";"APPRART";"zum";""
"t55640";"Henker";"NN";"Henker";""
"t55641";"!";"$.";"!";""
"t55642";"Ich";"PPER";"ich";""
"t55643";"möchte";"VMFIN";"mögen";""
"t55644";"doch";"ADV";"doch";""
"t55645";"wissen";"VVINF";"wissen";""
"t55646";",";"$,";",";""
"t55647";"ob";"KOUS";"ob";""
"t55648";"Herr";"NN";"Herr";""
"t55649";"Fogg";"NE";"<unknown>";"B-PER"
"t55650";"auch";"ADV";"auch";""
"t55651";"diesen";"PDAT";"dies";""
"t55652";"Unfall";"NN";"Unfall";""
"t55653";"in";"APPR";"in";""
"t55654";"seinem";"PPOSAT";"sein";""
"t55655";"Programm";"NN";"Programm";""
"t55656";"vorgesehen";"VVPP";"vorsehen";""
"t55657";"hat";"VAFIN";"haben";""
"t55658";"!";"$.";"!";""
"t55659";"Und";"KON";"und";""
"t55660";"dass";"KOUS";"dass";""
"t55661";"der";"ART";"d";""
"t55662";"Maschinist";"NN";"Maschinist";""
"t55663";"sich";"PRF";"er|es|sie";""
"t55664";"nicht";"PTKNEG";"nicht";""
"t55665";"getraut";"VVPP";"getrauen|trauen";""
"t55666";",";"$,";",";""
"t55667";"mit";"APPR";"mit";""
"t55668";"seiner";"PPOSAT";"sein";""
"t55669";"Maschine";"NN";"Maschine";""
"t55670";"durchzudringen";"VVIZU";"durchdringen";""
"t55671";"!";"$.";"!";""
"t55672";"«";"$(";"«";""
"t55673";"Der";"ART";"d";""
"t55674";"Maschinist";"NN";"Maschinist";""
"t55675";"hatte";"VAFIN";"haben";""
"t55676";"gar";"ADV";"gar";""
"t55677";"keinen";"PIAT";"kein";""
"t55678";"Versuch";"NN";"Versuch";""
"t55679";"gemacht";"VVPP";"machen";""
"t55680";",";"$,";",";""
"t55681";"das";"ART";"d";""
"t55682";"Hindernis";"NN";"Hindernis";""
"t55683";"wegzuschaffen";"VVIZU";"wegschaffen";""
"t55684";",";"$,";",";""
"t55685";"und";"KON";"und";""
"t55686";"tat";"VVFIN";"tun";""
"t55687";"wohl";"ADV";"wohl";""
"t55688";"daran";"PROAV";"daran";""
"t55689";".";"$.";".";""
"t55690";"Ohne";"APPR";"ohne";""
"t55691";"Zweifel";"NN";"Zweifel";""
"t55692";"hätte";"VAFIN";"haben";""
"t55693";"er";"PPER";"er";""
"t55694";"einige";"PIS";"einige";""
"t55695";"der";"ART";"d";""
"t55696";"Tiere";"NN";"Tier";""
"t55697";"mit";"APPR";"mit";""
"t55698";"seiner";"PPOSAT";"sein";""
"t55699";"Lokomotive";"NN";"Lokomotive";""
"t55700";"zerfleischt";"VVPP";"zerfleischen";""
"t55701";";";"$.";";";""
"t55702";"aber";"ADV";"aber";""
"t55703";"trotz";"APPR";"trotz";""
"t55704";"ihrer";"PPOSAT";"ihr";""
"t55705";"Kraft";"NN";"Kraft";""
"t55706";"wäre";"VAFIN";"sein";""
"t55707";"die";"ART";"d";""
"t55708";"Maschine";"NN";"Maschine";""
"t55709";"doch";"ADV";"doch";""
"t55710";"bald";"ADV";"bald";""
"t55711";"aufgehalten";"VVPP";"aufhalten";""
"t55712";"worden";"VAPP";"werden";""
"t55713";",";"$,";",";""
"t55714";"unausbleiblich";"ADJD";"unausbleiblich";""
"t55715";"wäre";"VAFIN";"sein";""
"t55716";"eine";"ART";"ein";""
"t55717";"Entgleisung";"NN";"Entgleisung";""
"t55718";"erfolgt";"VVFIN";"erfolgen";""
"t55719";",";"$,";",";""
"t55720";"und";"KON";"und";""
"t55721";"der";"ART";"d";""
"t55722";"Zug";"NN";"Zug";""
"t55723";"wäre";"VAFIN";"sein";""
"t55724";"dadurch";"PROAV";"dadurch";""
"t55725";"erst";"ADV";"erst";""
"t55726";"recht";"ADJD";"recht";""
"t55727";"in";"APPR";"in";""
"t55728";"Not";"NN";"Not";""
"t55729";"geraten";"VVPP";"geraten|raten";""
"t55730";".";"$.";".";""
"t55731";"Das";"ART";"d";""
"t55732";"Beste";"NN";"Beste";""
"t55733";"war";"VAFIN";"sein";""
"t55734";"also";"ADV";"also";""
"t55735";",";"$,";",";""
"t55736";"in";"APPR";"in";""
"t55737";"aller";"PIAT";"alle";""
"t55738";"Geduld";"NN";"Geduld";""
"t55739";"abzuwarten";"VVIZU";"abwarten";""
"t55740";",";"$,";",";""
"t55741";"und";"KON";"und";""
"t55742";"sich";"PRF";"er|es|sie";""
"t55743";"dabei";"PROAV";"dabei";""
"t55744";"zufrieden";"ADJD";"zufrieden";""
"t55745";"zu";"PTKZU";"zu";""
"t55746";"geben";"VVINF";"geben";""
"t55747";",";"$,";",";""
"t55748";"dass";"KOUS";"dass";""
"t55749";"man";"PIS";"man";""
"t55750";"nachher";"ADV";"nachher";""
"t55751";"durch";"APPR";"durch";""
"t55752";"beschleunigte";"ADJA";"beschleunigt";""
"t55753";"Geschwindigkeit";"NN";"Geschwindigkeit";""
"t55754";"die";"ART";"d";""
"t55755";"verlorene";"ADJA";"verloren";""
"t55756";"Zeit";"NN";"Zeit";""
"t55757";"wieder";"ADV";"wieder";""
"t55758";"einbringen";"VVINF";"einbringen";""
"t55759";"konnte";"VMFIN";"können";""
"t55760";".";"$.";".";""
"t55761";"Drei";"CARD";"drei";""
"t55762";"volle";"ADJA";"voll";""
"t55763";"Stunden";"NN";"Stunde|Stunden";""
"t55764";"dauerte";"VVFIN";"dauern";""
"t55765";"dieses";"PDAT";"dies";""
"t55766";"Vorüberwandeln";"NN";"<unknown>";""
"t55767";"der";"ART";"d";""
"t55768";"Bisons";"NN";"Bison";""
"t55769";",";"$,";",";""
"t55770";"und";"KON";"und";""
"t55771";"erst";"ADV";"erst";""
"t55772";"als";"KOKOM";"als";""
"t55773";"die";"ART";"d";""
"t55774";"Nacht";"NN";"Nacht";""
"t55775";"einbrach";"VVFIN";"einbrechen";""
"t55776";",";"$,";",";""
"t55777";"ward";"VVFIN";"werd";""
"t55778";"die";"ART";"d";""
"t55779";"Bahn";"NN";"Bahn";""
"t55780";"wieder";"ADV";"wieder";""
"t55781";"frei";"ADJD";"frei";""
"t55782";".";"$.";".";""
"t55783";"Als";"KOUS";"als";""
"t55784";"die";"ART";"d";""
"t55785";"letzten";"ADJA";"letzt";""
"t55786";"Reihen";"NN";"Reihe";""
"t55787";"da";"ADV";"da";""
"t55788";"über";"APPR";"über";""
"t55789";"die";"ART";"d";""
"t55790";"Schienen";"NN";"Schiene";""
"t55791";"schritten";"VVFIN";"schreiten";""
"t55792";",";"$,";",";""
"t55793";"verschwanden";"VVFIN";"verschwinden";""
"t55794";"die";"ART";"d";""
"t55795";"vordersten";"ADJA";"vorder";""
"t55796";"schon";"ADV";"schon";""
"t55797";"am";"APPRART";"am";""
"t55798";"südlichen";"ADJA";"südlich";""
"t55799";"Horizont";"NN";"Horizont";""
"t55800";"aus";"APPR";"aus";""
"t55801";"dem";"ART";"d";""
"t55802";"Gesicht";"NN";"Gesicht";""
"t55803";".";"$.";".";""
"t55804";"So";"ADV";"so";""
"t55805";"gelangte";"VVFIN";"gelangen";""
"t55806";"der";"ART";"d";""
"t55807";"Zug";"NN";"Zug";""
"t55808";"erst";"ADV";"erst";""
"t55809";"um";"APPR";"um";""
"t55810";"acht";"CARD";"acht";""
"t55811";"Uhr";"NN";"Uhr";""
"t55812";"in";"APPR";"in";""
"t55813";"die";"ART";"d";""
"t55814";"Engen";"NN";"Enge";""
"t55815";"der";"ART";"d";""
"t55816";"Humboldtketten";"NN";"<unknown>";""
"t55817";",";"$,";",";""
"t55818";"und";"KON";"und";""
"t55819";"um";"APPR";"um";""
"t55820";"halb";"ADJD";"halb";""
"t55821";"zehn";"CARD";"zehn";""
"t55822";"aufs";"APPRART";"aufs";""
"t55823";"Gebiet";"NN";"Gebiet";""
"t55824";"von";"APPR";"von";""
"t55825";"Utah";"NE";"Utah";"B-GPE"
"t55826";",";"$,";",";""
"t55827";"der";"ART";"d";""
"t55828";"Gegend";"NN";"Gegend";""
"t55829";"des";"ART";"d";""
"t55830";"großen";"ADJA";"groß";""
"t55831";"Salzsees";"NN";"Salzsee";""
"t55832";",";"$,";",";""
"t55833";"in";"APPR";"in";""
"t55834";"das";"ART";"d";""
"t55835";"merkwürdige";"ADJA";"merkwürdig";""
"t55836";"Mormonenland";"NN";"<unknown>";""
"t55837";".";"$.";".";""
"t55838";"*";"XY";"*";""
"t55839";"*";"XY";"*";""
"t55840";"*";"XY";"*";""
"t55841";"1";"CARD";"1";""
"t55842";"Der";"ART";"d";""
"t55843";"Platte";"ADJA";"platt";""
"t55844";"River";"NN";"<unknown>";""
"t55845";"ist";"VAFIN";"sein";""
"t55846";"ein";"ART";"ein";""
"t55847";"499";"CARD";"@card@";""
"t55848";"km";"NN";"km";""
"t55849";"langer";"ADJA";"lang";""
"t55850";"Nebenfluss";"NN";"Nebenfluß";""
"t55851";"des";"ART";"d";""
"t55852";"Missouri";"NE";"Missouri";"B-GPE"
"t55853";"River";"NE";"<unknown>";""
"t55854";"im";"APPRART";"im";""
"t55855";"US-Bundesstaat";"NN";"US-Bundesstaat";""
"t55856";"Nebraska";"NE";"Nebraska";"B-GPE"
"t55857";".";"$.";".";""
"t55858";"2";"CARD";"2";""
"t55859";"Die";"ART";"d";""
"t55860";"Wasatchkette";"NN";"<unknown>";""
"t55861";"ist";"VAFIN";"sein";""
"t55862";"ein";"ART";"ein";""
"t55863";"Gebirgszug";"NN";"Gebirgszug";""
"t55864";"der";"ART";"d";""
"t55865";"Rocky";"NE";"Rocky";"B-GPE"
"t55866";"Mountains";"NN";"<unknown>";""
"t55867";".";"$.";".";""
"t55868";"3";"CARD";"3";""
"t55869";"Die";"ART";"d";""
"t55870";"Bucht";"NN";"Bucht";""
"t55871";"von";"APPR";"von";""
"t55872";"San";"NE";"San";"B-GPE"
"t55873";"Pablo";"NE";"Pablo";""
"t55874";"(";"$(";"(";""
"t55875";"engl.";"ADJA";"englisch";""
"t55876";"San";"NE";"San";"B-GPE"
"t55877";"Pablo";"NE";"Pablo";"B-PER"
"t55878";"Bay";"NE";"<unknown>";"I-PER"
"t55879";")";"$(";")";""
"t55880";"ist";"VAFIN";"sein";""
"t55881";"eine";"ART";"ein";""
"t55882";"Meeresbucht";"NN";"Meeresbucht";""
"t55883";"im";"APPRART";"im";""
"t55884";"US-Bundesstaat";"NN";"US-Bundesstaat";""
"t55885";"Kalifornien";"NE";"Kalifornien";"B-GPE"
"t55886";",";"$,";",";""
"t55887";"sie";"PPER";"sie";""
"t55888";"geht";"VVFIN";"gehen";""
"t55889";"in";"APPR";"in";""
"t55890";"die";"ART";"d";""
"t55891";"Bucht";"NN";"Bucht";""
"t55892";"von";"APPR";"von";""
"t55893";"San";"NE";"San";"B-GPE"
"t55894";"Francisco";"NE";"Francisco";"I-GPE"
"t55895";"über";"PTKVZ";"über";""
"t55896";",";"$,";",";""
"t55897";"wo";"PWAV";"wo";""
"t55898";"der";"ART";"d";""
"t55899";"Meereszufluss";"NN";"<unknown>";""
"t55900";"des";"ART";"d";""
"t55901";"Pazifik";"NN";"Pazifik";""
"t55902";"über";"APPR";"über";""
"t55903";"das";"ART";"d";""
"t55904";"Golden";"ADJD";"golden";""
"t55905";"Gate";"NN";"<unknown>";""
"t55906";"erfolgt";"VVPP";"erfolgen";""
"t55907";".";"$.";".";""
"t55908";"Siebenundzwanzigstes";"ADJA";"<unknown>";""
"t55909";"Kapitel";"NN";"Kapitel";""
"t55910";"Ein";"ART";"eine";""
"t55911";"Stück";"NN";"Stück";""
"t55912";"Mormonengeschichte";"NN";"<unknown>";""
"t55913";".";"$.";".";""
"t55914";"Während";"KOUS";"während";""
"t55915";"der";"ART";"d";""
"t55916";"Nacht";"NN";"Nacht";""
"t55917";"vom";"APPRART";"vom";""
"t55918";"5.";"ADJA";"5.";""
"t55919";"auf";"APPR";"auf";""
"t55920";"den";"ART";"d";""
"t55921";"6.";"ADJA";"6.";""
"t55922";"November";"NN";"November";""
"t55923";"legte";"VVFIN";"legen";""
"t55924";"der";"ART";"d";""
"t55925";"Zug";"NN";"Zug";""
"t55926";"erst";"ADV";"erst";""
"t55927";"südöstlich";"APPR";"südöstlich";""
"t55928";"eine";"ART";"ein";""
"t55929";"Strecke";"NN";"Strecke";""
"t55930";"von";"APPR";"von";""
"t55931";"etwa";"ADV";"etwa";""
"t55932";"fünfzig";"CARD";"fünfzig";""
"t55933";"Meilen";"NN";"Meile";""
"t55934";"zurück";"PTKVZ";"zurück";""
"t55935";";";"$.";";";""
"t55936";"dann";"ADV";"dann";""
"t55937";"lief";"VVFIN";"laufen";""
"t55938";"er";"PPER";"er";""
"t55939";"ebenso";"ADV";"ebenso";""
"t55940";"weit";"ADJD";"weit";""
"t55941";"nordöstlich";"APPR";"nordöstlich";""
"t55942";"und";"KON";"und";""
"t55943";"kam";"VVFIN";"kommen";""
"t55944";"in";"APPR";"in";""
"t55945";"die";"ART";"d";""
"t55946";"Nähe";"NN";"Nähe";""
"t55947";"des";"ART";"d";""
"t55948";"großen";"ADJA";"groß";""
"t55949";"Salzsees";"NN";"Salzsee";""
"t55950";".";"$.";".";""
"t55951";"Gegen";"APPR";"gegen";""
"t55952";"neun";"CARD";"neun";""
"t55953";"Uhr";"NN";"Uhr";""
"t55954";"morgens";"ADV";"morgens";""
"t55955";"schöpfte";"VVFIN";"schöpfen";""
"t55956";"Passepartout";"NN";"Passepartout";""
"t55957";"auf";"APPR";"auf";""
"t55958";"dem";"ART";"d";""
"t55959";"Steg";"NN";"Steg";""
"t55960";"etwas";"ADV";"etwas";""
"t55961";"freie";"ADJA";"frei";""
"t55962";"Luft";"NN";"Luft";""
"t55963";".";"$.";".";""
"t55964";"Es";"PPER";"es";""
"t55965";"war";"VAFIN";"sein";""
"t55966";"kaltes";"ADJA";"kalt";""
"t55967";"Wetter";"NN";"Wetter";""
"t55968";",";"$,";",";""
"t55969";"grauer";"ADJA";"grau";""
"t55970";"Himmel";"NN";"Himmel";""
"t55971";",";"$,";",";""
"t55972";"aber";"KON";"aber";""
"t55973";"es";"PPER";"es";""
"t55974";"schneite";"VVFIN";"schneien";""
"t55975";"nicht";"PTKNEG";"nicht";""
"t55976";"mehr";"ADV";"mehr";""
"t55977";".";"$.";".";""
"t55978";"Die";"ART";"d";""
"t55979";"Sonnenscheibe";"NN";"Sonnenscheibe";""
"t55980";",";"$,";",";""
"t55981";"im";"APPRART";"im";""
"t55982";"Nebel";"NN";"Nebel";""
"t55983";"vergrößert";"VVPP";"vergrößern";""
"t55984";",";"$,";",";""
"t55985";"glich";"VVFIN";"gleichen";""
"t55986";"einem";"ART";"ein";""
"t55987";"ungeheueren";"ADJA";"ungeheuer";""
"t55988";"Goldstück";"NN";"Goldstück";""
"t55989";",";"$,";",";""
"t55990";"und";"KON";"und";""
"t55991";"Passepartout";"NN";"Passepartout";""
"t55992";"befasste";"VVFIN";"befassen";""
"t55993";"sich";"PRF";"er|es|sie";""
"t55994";"eben";"ADV";"eben";""
"t55995";"damit";"PROAV";"damit";""
"t55996";",";"$,";",";""
"t55997";"den";"ART";"d";""
"t55998";"Wert";"NN";"Wert";""
"t55999";"desselben";"PDAT";"derselbe";""
"t56000";"in";"APPR";"in";""
"t56001";"Pfund";"NN";"Pfund";""
"t56002";"Sterling";"NE";"Sterling";"B-ORG"
"t56003";"auszurechnen";"VVIZU";"ausrechnen";""
"t56004";",";"$,";",";""
"t56005";"als";"KOUS";"als";""
"t56006";"ihm";"PPER";"er";""
"t56007";"die";"ART";"d";""
"t56008";"Erscheinung";"NN";"Erscheinung";""
"t56009";"eines";"ART";"ein";""
"t56010";"seltsamen";"ADJA";"seltsam";""
"t56011";"Menschen";"NN";"Mensch";""
"t56012";"bei";"APPR";"bei";""
"t56013";"der";"ART";"d";""
"t56014";"nützlichen";"ADJA";"nützlich";""
"t56015";"Arbeit";"NN";"Arbeit";""
"t56016";"störte";"VVFIN";"stören";""
"t56017";".";"$.";".";""
"t56018";"Auf";"APPR";"auf";""
"t56019";"der";"ART";"d";""
"t56020";"Station";"NN";"Station";""
"t56021";"Elko";"NE";"Elko";"B-PER"
"t56022";"war";"VAFIN";"sein";""
"t56023";"ein";"ART";"ein";""
"t56024";"Mann";"NN";"Mann";""
"t56025";"eingestiegen";"VVPP";"einsteigen";""
"t56026";",";"$,";",";""
"t56027";"von";"APPR";"von";""
"t56028";"hohem";"ADJA";"hoch";""
"t56029";"Wuchs";"NN";"Wuchs";""
"t56030";",";"$,";",";""
"t56031";"sehr";"ADV";"sehr";""
"t56032";"braun";"ADJD";"braun";""
"t56033";"mit";"APPR";"mit";""
"t56034";"schwarzem";"ADJA";"schwarz";""
"t56035";"Schnurrbart";"NN";"Schnurrbart";""
"t56036";";";"$.";";";""
"t56037";"er";"PPER";"er";""
"t56038";"trug";"VVFIN";"tragen";""
"t56039";"schwarze";"ADJA";"schwarz";""
"t56040";"Strümpfe";"NN";"Strumpf";""
"t56041";"und";"KON";"und";""
"t56042";"schwarzen";"ADJA";"schwarz";""
"t56043";"Seidenhut";"NN";"<unknown>";""
"t56044";",";"$,";",";""
"t56045";"schwarze";"ADJA";"schwarz";""
"t56046";"Weste";"NN";"Weste";""
"t56047";"und";"KON";"und";""
"t56048";"Hosen";"NN";"Hose";""
"t56049";",";"$,";",";""
"t56050";"weiße";"ADJA";"weiß";""
"t56051";"Halsbinde";"NN";"Halsbinde";""
"t56052";"und";"KON";"und";""
"t56053";"Handschuhe";"NN";"Handschuh";""
"t56054";"von";"APPR";"von";""
"t56055";"Hundsleder";"NN";"<unknown>";""
"t56056";".";"$.";".";""
"t56057";"Man";"PIS";"man";""
"t56058";"konnte";"VMFIN";"können";""
"t56059";"ihn";"PPER";"er";""
"t56060";"für";"APPR";"für";""
"t56061";"einen";"ART";"ein";""
"t56062";"Geistlichen";"NN";"Geistliche";""
"t56063";"halten";"VVINF";"halten";""
"t56064";".";"$.";".";""
"t56065";"Er";"PPER";"er";""
"t56066";"ging";"VVFIN";"gehen";""
"t56067";"von";"APPR";"von";""
"t56068";"einem";"ART";"ein";""
"t56069";"Ende";"NN";"Ende";""
"t56070";"des";"ART";"d";""
"t56071";"Zugs";"NN";"Zug";""
"t56072";"bis";"KON";"bis";""
"t56073";"zum";"APPRART";"zum";""
"t56074";"andern";"ADJA";"ander";""
"t56075";",";"$,";",";""
"t56076";"und";"KON";"und";""
"t56077";"klebte";"VVFIN";"kleben";""
"t56078";"an";"APPR";"an";""
"t56079";"jede";"PIAT";"jed";""
"t56080";"Waggontüre";"NN";"<unknown>";""
"t56081";"mit";"APPR";"mit";""
"t56082";"Oblaten";"NN";"Oblate";""
"t56083";"eine";"ART";"ein";""
"t56084";"handschriftliche";"ADJA";"handschriftlich";""
"t56085";"Notiz";"NN";"Notiz";""
"t56086";".";"$.";".";""
"t56087";"Passepartout";"NN";"Passepartout";""
"t56088";"trat";"VVFIN";"treten";""
"t56089";"näher";"ADJD";"nah";""
"t56090";"und";"KON";"und";""
"t56091";"las";"VVFIN";"lesen";""
"t56092";",";"$,";",";""
"t56093";"dass";"KOUS";"dass";""
"t56094";"der";"ART";"d";""
"t56095";"ehrenwerte";"ADJA";"ehrenwert";""
"t56096";"Älteste";"NN";"Älteste";""
"t56097";"William";"NE";"William";"B-PER"
"t56098";"Hitch";"NN";"<unknown>";""
"t56099";",";"$,";",";""
"t56100";"Mormonen-Missionär";"NN";"<unknown>";""
"t56101";",";"$,";",";""
"t56102";"seine";"PPOSAT";"sein";""
"t56103";"Anwesenheit";"NN";"Anwesenheit";""
