"token ID";"tokens";"POStags";"lemmas";"namedEntities"
"t1";"Erstes";"ADJA";"erst";""
"t2";"Kapitel";"NN";"Kapitel";""
"t3";"Phileas";"NE";"Philea";"B-ORG"
"t4";"Fogg";"NE";"<unknown>";""
"t5";"und";"KON";"und";""
"t6";"Passepartout";"NN";"Passepartout";""
"t7";"nehmen";"VVFIN";"nehmen";""
"t8";"sich";"PRF";"er|es|sie";""
"t9";"einander";"PRF";"einander";""
"t10";"als";"KOKOM";"als";""
"t11";"Herr";"NN";"Herr";""
"t12";"und";"KON";"und";""
"t13";"Diener";"NN";"Diener";""
"t14";"an";"PTKVZ";"an";""
"t15";".";"$.";".";""
"t16";"Im";"APPRART";"im";""
"t17";"Jahre";"NN";"Jahr";""
"t18";"1872";"CARD";"@card@";""
"t19";"wohnte";"VVFIN";"wohnen";""
"t20";"in";"APPR";"in";""
"t21";"dem";"ART";"d";""
"t22";"Hause";"NN";"Haus";""
"t23";"Nummer";"NN";"Nummer";""
"t24";"7";"CARD";"7";""
"t25";",";"$,";",";""
"t26";"Savile";"NE";"<unknown>";"B-ORG"
"t27";"Row";"NE";"<unknown>";"I-ORG"
"t28";",";"$,";",";""
"t29";"Burlington";"NN";"<unknown>";""
"t30";"Gardens";"NN";"<unknown>";""
"t31";"–";"ADJA";"<unknown>";""
"t32";"worin";"PWAV";"worin";""
"t33";"Sheridan";"NE";"<unknown>";"B-PER"
"t34";"im";"APPRART";"im";""
"t35";"Jahre";"NN";"Jahr";""
"t36";"18141";"CARD";"@card@";""
"t37";"starb";"VVFIN";"sterben";""
"t38";"–";"NN";"<unknown>";""
"t39";"Phileas";"NE";"Philea";"B-ORG"
"t40";"Fogg";"NE";"<unknown>";""
"t41";",";"$,";",";""
"t42";"Esq.2";"NE";"<unknown>";"B-PER"
"t43";",";"$,";",";""
"t44";"eines";"ART";"ein";""
"t45";"der";"ART";"d";""
"t46";"ausgezeichnetsten";"ADJA";"<unknown>";""
"t47";"und";"KON";"und";""
"t48";"hervorragendsten";"ADJA";"hervorragend";""
"t49";"Mitglieder";"NN";"Mitglied";""
"t50";"des";"ART";"d";""
"t51";"Reformclubs3";"NN";"<unknown>";""
"t52";"zu";"APPR";"zu";""
"t53";"London";"NE";"London";"B-GPE"
"t54";",";"$,";",";""
"t55";"der";"PRELS";"d";""
"t56";"jedoch";"ADV";"jedoch";""
"t57";"dem";"ART";"d";""
"t58";"Anschein";"NN";"Anschein";""
"t59";"nach";"APPO";"nach";""
"t60";"beflissen";"VVPP";"befleißen";""
"t61";"war";"VAFIN";"sein";""
"t62";"nichts";"PIS";"nichts";""
"t63";"zu";"PTKZU";"zu";""
"t64";"tun";"VVINF";"tun";""
"t65";",";"$,";",";""
"t66";"was";"PRELS";"was";""
"t67";"Aufsehen";"NN";"Aufsehen";""
"t68";"erregen";"VVINF";"erregen";""
"t69";"konnte";"VMFIN";"können";""
"t70";".";"$.";".";""
"t71";"Dieser";"PDAT";"dies";""
"t72";"Phileas";"NE";"Philea";"B-PER"
"t73";"Fogg";"NE";"<unknown>";"I-PER"
"t74";"also";"ADV";"also";""
"t75";",";"$,";",";""
"t76";"Nachfolger";"NN";"Nachfolger";""
"t77";"einer";"PIS";"ein";""
"t78";"der";"ART";"d";""
"t79";"größten";"ADJA";"groß";""
"t80";"Redner";"NN";"Redner";""
"t81";",";"$,";",";""
"t82";"welche";"PRELS";"welch";""
"t83";"Englands";"NN";"England";""
"t84";"Zierde";"NN";"Zierde";""
"t85";"sind";"VAFIN";"sein";""
"t86";",";"$,";",";""
"t87";"war";"VAFIN";"sein";""
"t88";"ein";"ART";"ein";""
"t89";"rätselhafter";"ADJA";"rätselhaft";""
"t90";"Mann";"NN";"Mann";""
"t91";",";"$,";",";""
"t92";"von";"APPR";"von";""
"t93";"dem";"PRELS";"d";""
"t94";"man";"PIS";"man";""
"t95";"nichts";"PIS";"nichts";""
"t96";"weiter";"ADV";"weiter";""
"t97";"wusste";"VVFIN";"wissen";""
"t98";",";"$,";",";""
"t99";"als";"KOKOM";"als";""
"t100";"dass";"KOUS";"dass";""
"t101";"er";"PPER";"er";""
"t102";"ein";"ART";"ein";""
"t103";"recht";"ADJD";"recht";""
"t104";"braver";"ADJA";"brav";""
"t105";"Mann";"NN";"Mann";""
"t106";"und";"KON";"und";""
"t107";"einer";"PIS";"ein";""
"t108";"der";"ART";"d";""
"t109";"schönsten";"ADJA";"schön";""
"t110";"Gentlemen";"NN";"Gentleman";""
"t111";"der";"ART";"d";""
"t112";"vornehmen";"ADJA";"vornehm";""
"t113";"Gesellschaft";"NN";"Gesellschaft";""
"t114";"sei";"VAFIN";"sein";""
"t115";".";"$.";".";""
"t116";"Man";"PIS";"man";""
"t117";"sagte";"VVFIN";"sagen";""
"t118";",";"$,";",";""
"t119";"er";"PPER";"er";""
"t120";"gleiche";"VVFIN";"gleichen";""
"t121";"Byron";"NE";"Byron";"B-PER"
"t122";"–";"NN";"<unknown>";""
"t123";"sein";"PPOSAT";"sein";""
"t124";"Kopf";"NN";"Kopf";""
"t125";",";"$,";",";""
"t126";"denn";"KON";"denn";""
"t127";"seine";"PPOSAT";"sein";""
"t128";"Füße";"NN";"Fuß";""
"t129";"waren";"VAFIN";"sein";""
"t130";"tadellos";"ADJD";"tadellos";""
"t131";"–";"ADJD";"<unknown>";""
"t132";"aber";"ADV";"aber";""
"t133";"ein";"ART";"ein";""
"t134";"Byron";"NE";"Byron";"B-PER"
"t135";"mit";"APPR";"mit";""
"t136";"Schnurr-";"TRUNC";"Schnurr-";""
"t137";"und";"KON";"und";""
"t138";"Backenbart";"NN";"Backenbart";""
"t139";",";"$,";",";""
"t140";"ein";"ART";"ein";""
"t141";"Byron";"NE";"Byron";"B-PER"
"t142";"mit";"APPR";"mit";""
"t143";"leidenschaftslosen";"ADJA";"leidenschaftslos";""
"t144";"Zügen";"NN";"Zug";""
"t145";",";"$,";",";""
"t146";"der";"PRELS";"d";""
"t147";"tausend";"CARD";"tausend";""
"t148";"Jahre";"NN";"Jahr";""
"t149";"alt";"ADJD";"alt";""
"t150";"werden";"VAINF";"werden";""
"t151";"konnte";"VMFIN";"können";""
"t152";",";"$,";",";""
"t153";"ohne";"KOUI";"ohne";""
"t154";"zu";"PTKZU";"zu";""
"t155";"altern";"VVINF";"altern";""
"t156";".";"$.";".";""
"t157";"Ein";"ART";"eine";""
"t158";"echter";"ADJA";"echt";""
"t159";"Engländer";"NN";"Engländer";""
"t160";"unstreitig";"ADJD";"unstreitig";""
"t161";",";"$,";",";""
"t162";"war";"VAFIN";"sein";""
"t163";"Phileas";"NE";"Philea";"B-PER"
"t164";"Fogg";"NE";"<unknown>";"I-PER"
"t165";"vielleicht";"ADV";"vielleicht";""
"t166";"kein";"PIAT";"kein";""
"t167";"Londoner";"NN";"Londoner";""
"t168";".";"$.";".";""
"t169";"Man";"PIS";"man";""
"t170";"sah";"VVFIN";"sehen";""
"t171";"ihn";"PPER";"er";""
"t172";"nie";"ADV";"nie";""
"t173";"auf";"APPR";"auf";""
"t174";"der";"ART";"d";""
"t175";"Börse";"NN";"Börse";""
"t176";",";"$,";",";""
"t177";"noch";"ADV";"noch";""
"t178";"auf";"APPR";"auf";""
"t179";"der";"ART";"d";""
"t180";"Bank";"NN";"Bank";""
"t181";",";"$,";",";""
"t182";"noch";"ADV";"noch";""
"t183";"auf";"APPR";"auf";""
"t184";"irgendeinem";"PIAT";"irgendein";""
"t185";"Handelskontor";"NN";"Handelskontor";""
"t186";"der";"ART";"d";""
"t187";"City";"NN";"City";""
"t188";".";"$.";".";""
"t189";"Nie";"ADV";"nie";""
"t190";"sah";"VVFIN";"sehen";""
"t191";"man";"PIS";"man";""
"t192";"in";"APPR";"in";""
"t193";"den";"ART";"d";""
"t194";"Bassins";"NN";"Bassin";""
"t195";"und";"KON";"und";""
"t196";"Docks";"NN";"Dock";""
"t197";"zu";"APPR";"zu";""
"t198";"London";"NE";"London";"B-GPE"
"t199";"ein";"ART";"ein";""
"t200";"Schiff";"NN";"Schiff";""
"t201";",";"$,";",";""
"t202";"dessen";"PRELAT";"d";""
"t203";"Eigner";"NN";"Eigner";""
"t204";"Phileas";"NE";"Philea";"B-PER"
"t205";"Fogg";"NN";"<unknown>";""
"t206";"gewesen";"VAPP";"sein";""
"t207";"wäre";"VAFIN";"sein";""
"t208";".";"$.";".";""
"t209";"In";"APPR";"in";""
"t210";"keinem";"PIAT";"kein";""
"t211";"Komitee";"NN";"Komitee";""
"t212";"der";"ART";"d";""
"t213";"Verwaltung";"NN";"Verwaltung";""
"t214";"hatte";"VAFIN";"haben";""
"t215";"dieser";"PDAT";"dies";""
"t216";"Gentleman";"NN";"Gentleman";""
"t217";"einen";"ART";"ein";""
"t218";"Platz";"NN";"Platz";""
"t219";";";"$.";";";""
"t220";"nie";"ADV";"nie";""
"t221";"hörte";"VVFIN";"hören";""
"t222";"man";"PIS";"man";""
"t223";"seinen";"PPOSAT";"sein";""
"t224";"Namen";"NN";"Name";""
"t225";"in";"APPR";"in";""
"t226";"einem";"ART";"ein";""
"t227";"Anwalts-Kolleg";"NN";"<unknown>";""
"t228";",";"$,";",";""
"t229";"oder";"KON";"oder";""
"t230";"in";"APPR";"in";""
"t231";"Middle";"ADJA";"<unknown>";""
"t232";"Temple";"NN";"<unknown>";""
"t233";",";"$,";",";""
"t234";"in";"APPR";"in";""
"t235";"Lincoln’s";"NE";"<unknown>";"B-GPE"
"t236";"Inn";"NE";"Inn";"B-GPE"
"t237";"oder";"KON";"oder";""
"t238";"Gray’s";"NE";"<unknown>";"B-ORG"
"t239";"Inn4";"NE";"<unknown>";""
"t240";".";"$.";".";""
"t241";"Er";"PPER";"er";""
"t242";"plädierte";"VVFIN";"plädieren";""
"t243";"niemals";"ADV";"niemals";""
"t244";",";"$,";",";""
"t245";"weder";"KON";"weder";""
"t246";"beim";"APPRART";"beim";""
"t247";"Obergerichtshof";"NN";"<unknown>";""
"t248";"noch";"ADV";"noch";""
"t249";"bei";"APPR";"bei";""
"t250";"der";"ART";"d";""
"t251";"King’s";"NN";"<unknown>";""
"t252";"Bench5";"NE";"<unknown>";"B-ORG"
"t253";",";"$,";",";""
"t254";"beim";"APPRART";"beim";""
"t255";"Schatzkammergericht";"NN";"<unknown>";""
"t256";"oder";"KON";"oder";""
"t257";"einem";"ART";"ein";""
"t258";"geistlichen";"ADJA";"geistlich";""
"t259";"Hof";"NN";"Hof";""
"t260";".";"$.";".";""
"t261";"Er";"PPER";"er";""
"t262";"war";"VAFIN";"sein";""
"t263";"weder";"KON";"weder";""
"t264";"ein";"ART";"ein";""
"t265";"Industrieller";"NN";"Industrielle";""
"t266";",";"$,";",";""
"t267";"noch";"ADV";"noch";""
"t268";"ein";"ART";"ein";""
"t269";"Großhändler";"NN";"Großhändler";""
"t270";",";"$,";",";""
"t271";"noch";"ADV";"noch";""
"t272";"Kaufmann";"NN";"Kaufmann";""
"t273";"oder";"KON";"oder";""
"t274";"Landbauer";"NN";"<unknown>";""
"t275";".";"$.";".";""
"t276";"Er";"PPER";"er";""
"t277";"gehörte";"VVFIN";"gehören";""
"t278";"weder";"KON";"weder";""
"t279";"dem";"ART";"d";""
"t280";"Königlichen";"ADJA";"königlich";""
"t281";"Institut";"NN";"Institut";""
"t282";",";"$,";",";""
"t283";"noch";"ADV";"noch";""
"t284";"dem";"ART";"d";""
"t285";"Institut";"NN";"Institut";""
"t286";"von";"APPR";"von";""
"t287";"London";"NE";"London";"B-GPE"
"t288";",";"$,";",";""
"t289";"noch";"ADV";"noch";""
"t290";"sonst";"ADV";"sonst";""
"t291";"irgendeiner";"PIAT";"irgendein";""
"t292";"Anstalt";"NN";"Anstalt";""
"t293";"der";"ART";"d";""
"t294";"Kunst";"NN";"Kunst";""
"t295";",";"$,";",";""
"t296";"Wissenschaft";"NN";"Wissenschaft";""
"t297";"oder";"KON";"oder";""
"t298";"Gewerbe";"NN";"Gewerbe";""
"t299";"an";"PTKVZ";"an";""
"t300";";";"$.";";";""
"t301";"noch";"ADV";"noch";""
"t302";"endlich";"ADV";"endlich";""
"t303";"einer";"PIS";"ein";""
"t304";"der";"ART";"d";""
"t305";"zahlreichen";"ADJA";"zahlreich";""
"t306";"Gesellschaften";"NN";"Gesellschaft";""
"t307";",";"$,";",";""
"t308";"wovon";"PWAV";"wovon";""
"t309";"die";"ART";"d";""
"t310";"Hauptstadt";"NN";"Hauptstadt";""
"t311";"Englands";"NN";"England";""
"t312";"wimmelt";"VVFIN";"wimmeln";""
"t313";",";"$,";",";""
"t314";"von";"APPR";"von";""
"t315";"der";"ART";"d";""
"t316";"Harmonie";"NN";"Harmonie";""
"t317";"bis";"KON";"bis";""
"t318";"zur";"APPRART";"zur";""
"t319";"entomologischen";"ADJA";"<unknown>";""
"t320";"Gesellschaft";"NN";"Gesellschaft";""
"t321";",";"$,";",";""
"t322";"welche";"PRELS";"welch";""
"t323";"hauptsächlich";"ADJD";"hauptsächlich";""
"t324";"den";"ART";"d";""
"t325";"Zweck";"NN";"Zweck";""
"t326";"verfolgt";"VVPP";"verfolgen";""
"t327";",";"$,";",";""
"t328";"die";"ART";"d";""
"t329";"schädlichen";"ADJA";"schädlich";""
"t330";"Insekten";"NN";"Insekt";""
"t331";"zu";"PTKZU";"zu";""
"t332";"vertilgen";"VVINF";"vertilgen";""
"t333";".";"$.";".";""
"t334";"Phileas";"NE";"Philea";"B-PER"
"t335";"Fogg";"NE";"<unknown>";"I-PER"
"t336";"war";"VAFIN";"sein";""
"t337";"Mitglied";"NN";"Mitglied";""
"t338";"des";"ART";"d";""
"t339";"Reformclubs";"NN";"<unknown>";""
"t340";",";"$,";",";""
"t341";"nichts";"PIS";"nichts";""
"t342";"weiter";"ADV";"weiter";""
"t343";".";"$.";".";""
"t344";"Wundert";"VVFIN";"wundern";""
"t345";"man";"PIS";"man";""
"t346";"sich";"PRF";"er|es|sie";""
"t347";",";"$,";",";""
"t348";"dass";"KOUS";"dass";""
"t349";"ein";"ART";"ein";""
"t350";"so";"ADV";"so";""
"t351";"mysteriöser";"ADJA";"mysteriös";""
"t352";"Gentleman";"NN";"Gentleman";""
"t353";"unter";"APPR";"unter";""
"t354";"den";"ART";"d";""
"t355";"Gliedern";"NN";"Glied|Gliedern";""
"t356";"dieser";"PDAT";"dies";""
"t357";"ehrenwerten";"ADJA";"<unknown>";""
"t358";"Gesellschaft";"NN";"Gesellschaft";""
"t359";"zählte";"VVFIN";"zählen";""
"t360";",";"$,";",";""
"t361";"so";"ADV";"so";""
"t362";"dient";"VVFIN";"dienen";""
"t363";"zur";"APPRART";"zur";""
"t364";"Antwort";"NN";"Antwort";""
"t365";",";"$,";",";""
"t366";"dass";"KOUS";"dass";""
"t367";"er";"PPER";"er";""
"t368";"auf";"APPR";"auf";""
"t369";"Empfehlung";"NN";"Empfehlung";""
"t370";"des";"ART";"d";""
"t371";"Hauses";"NN";"Haus";""
"t372";"Gebrüder";"NN";"Gebrüder";""
"t373";"Baring6";"NE";"<unknown>";"B-ORG"
"t374";",";"$,";",";""
"t375";"wo";"PWAV";"wo";""
"t376";"er";"PPER";"er";""
"t377";"sein";"PPOSAT";"sein";""
"t378";"Geld";"NN";"Geld";""
"t379";"angelegt";"VVPP";"anlegen";""
"t380";"hatte";"VAFIN";"haben";""
"t381";",";"$,";",";""
"t382";"Aufnahme";"NN";"Aufnahme";""
"t383";"fand";"VVFIN";"finden";""
"t384";".";"$.";".";""
"t385";"Daher";"PROAV";"daher";""
"t386";"ein";"ART";"ein";""
"t387";"gewisses";"ADJA";"gewiß";""
"t388";"Ansehen";"NN";"Ansehen";""
"t389";",";"$,";",";""
"t390";"welches";"PRELS";"welch";""
"t391";"er";"PPER";"er";""
"t392";"dem";"ART";"d";""
"t393";"Umstand";"NN";"Umstand";""
"t394";"verdankte";"VVFIN";"verdanken";""
"t395";",";"$,";",";""
"t396";"dass";"KOUS";"dass";""
"t397";"von";"APPR";"von";""
"t398";"dem";"ART";"d";""
"t399";"Soll";"NN";"Soll";""
"t400";"seines";"PPOSAT";"sein";""
"t401";"Kontokorrents";"NN";"<unknown>";""
"t402";"seine";"PPOSAT";"sein";""
"t403";"Wechsel";"NN";"Wechsel";""
"t404";"bei";"APPR";"bei";""
"t405";"Sicht";"NN";"Sicht";""
"t406";"pünktlich";"ADJD";"pünktlich";""
"t407";"gezahlt";"VVPP";"zahlen";""
"t408";"wurden";"VAFIN";"werden";""
"t409";".";"$.";".";""
"t410";"War";"VAFIN";"sein";""
"t411";"dieser";"PDS";"dies";""
"t412";"Phileas";"NE";"Philea";"B-PER"
"t413";"Fogg";"NE";"<unknown>";"I-PER"
"t414";"reich";"ADJD";"reich";""
"t415";"?";"$.";"?";""
"t416";"Unstreitig";"ADJD";"unstreitig";""
"t417";".";"$.";".";""
"t418";"Aber";"KON";"aber";""
"t419";"wie";"KOUS";"wie";""
"t420";"er";"PPER";"er";""
"t421";"sich";"PRF";"er|es|sie";""
"t422";"dies";"PDS";"dies";""
"t423";"Vermögen";"NN";"Vermögen";""
"t424";"gemacht";"VVPP";"machen";""
"t425";",";"$,";",";""
"t426";"konnten";"VMFIN";"können";""
"t427";"die";"ART";"d";""
"t428";"Bestunterrichteten";"NN";"<unknown>";""
"t429";"nicht";"PTKNEG";"nicht";""
"t430";"sagen";"VVINF";"sagen";""
"t431";",";"$,";",";""
"t432";"und";"KON";"und";""
"t433";"Herr";"NN";"Herr";""
"t434";"Fogg";"NE";"<unknown>";"B-PER"
"t435";"war";"VAFIN";"sein";""
"t436";"der";"ART";"d";""
"t437";"Letzte";"NN";"Letzte";""
"t438";",";"$,";",";""
"t439";"an";"APPR";"an";""
"t440";"den";"PRELS";"d";""
"t441";"man";"PIS";"man";""
"t442";"sich";"PRF";"er|es|sie";""
"t443";"wenden";"VVINF";"wenden";""
"t444";"durfte";"VMFIN";"dürfen";""
"t445";",";"$,";",";""
"t446";"um";"KOUI";"um";""
"t447";"es";"PPER";"es";""
"t448";"zu";"PTKZU";"zu";""
"t449";"erfahren";"VVINF";"erfahren";""
"t450";".";"$.";".";""
"t451";"Jedenfalls";"ADV";"jedenfalls";""
"t452";"war";"VAFIN";"sein";""
"t453";"er";"PPER";"er";""
"t454";"nicht";"PTKNEG";"nicht";""
"t455";"verschwenderisch";"ADJD";"verschwenderisch";""
"t456";",";"$,";",";""
"t457";"aber";"KON";"aber";""
"t458";"auch";"ADV";"auch";""
"t459";"nicht";"PTKNEG";"nicht";""
"t460";"geizig";"ADJD";"geizig";""
"t461";";";"$.";";";""
"t462";"denn";"KON";"denn";""
"t463";"überall";"ADV";"überall";""
"t464";",";"$,";",";""
"t465";"wo";"PWAV";"wo";""
"t466";"es";"PPER";"es";""
"t467";"für";"APPR";"für";""
"t468";"eine";"ART";"ein";""
"t469";"edle";"ADJA";"edel";""
"t470";",";"$,";",";""
"t471";"nützliche";"ADJA";"nützlich";""
"t472";"oder";"KON";"oder";""
"t473";"großmütige";"ADJA";"großmütig";""
"t474";"Sache";"NN";"Sache";""
"t475";"an";"APPR";"an";""
"t476";"einem";"ART";"ein";""
"t477";"Betrag";"NN";"Betrag";""
"t478";"mangelte";"VVFIN";"mangeln";""
"t479";",";"$,";",";""
"t480";"schoss";"VVFIN";"schießen";""
"t481";"er";"PPER";"er";""
"t482";"ihn";"PPER";"er";""
"t483";"im";"APPRART";"im";""
"t484";"Stillen";"NN";"Stille|Stillen";""
"t485";"bei";"PTKVZ";"bei";""
"t486";",";"$,";",";""
"t487";"und";"KON";"und";""
"t488";"selbst";"ADV";"selbst";""
"t489";"anonym";"ADJD";"anonym";""
"t490";".";"$.";".";""
"t491";"Im";"APPRART";"im";""
"t492";"Allgemeinen";"NN";"Allgemeine";""
"t493";"war";"VAFIN";"sein";""
"t494";"dieser";"PDAT";"dies";""
"t495";"Gentleman";"NN";"Gentleman";""
"t496";"sehr";"ADV";"sehr";""
"t497";"wenig";"ADV";"wenig";""
"t498";"mitteilsam";"ADJD";"mitteilsam";""
"t499";".";"$.";".";""
"t500";"Er";"PPER";"er";""
"t501";"sprach";"VVFIN";"sprechen";""
"t502";"so";"ADV";"so";""
"t503";"wenig";"PIS";"wenig";""
"t504";"wie";"KOKOM";"wie";""
"t505";"möglich";"ADJD";"möglich";""
"t506";",";"$,";",";""
"t507";"und";"KON";"und";""
"t508";"schien";"VVFIN";"scheinen";""
"t509";"umso";"ADV";"umso";""
"t510";"geheimnisvoller";"ADJD";"geheimnisvoll";""
"t511";",";"$,";",";""
"t512";"als";"KOUS";"als";""
"t513";"er";"PPER";"er";""
"t514";"schweigsam";"ADJD";"schweigsam";""
"t515";"war";"VAFIN";"sein";""
"t516";".";"$.";".";""
"t517";"Doch";"KON";"doch";""
"t518";"lag";"VVFIN";"liegen";""
"t519";"seine";"PPOSAT";"sein";""
"t520";"Lebensweise";"NN";"Lebensweise";""
"t521";"jedem";"PIS";"jed";""
"t522";"vor";"APPR";"vor";""
"t523";"Augen";"NN";"Auge";""
"t524";",";"$,";",";""
"t525";"aber";"KON";"aber";""
"t526";"was";"PWS";"was";""
"t527";"er";"PPER";"er";""
"t528";"tat";"VVFIN";"tun";""
"t529";",";"$,";",";""
"t530";"war";"VAFIN";"sein";""
"t531";"so";"ADV";"so";""
"t532";"mathematisch";"ADJD";"mathematisch";""
"t533";"stets";"ADV";"stets";""
"t534";"ein";"PTKVZ";"ein";""
"t535";"und";"KON";"und";""
"t536";"dasselbe";"PDS";"dasselbe";""
"t537";",";"$,";",";""
"t538";"dass";"KOUS";"dass";""
"t539";"die";"ART";"d";""
"t540";"unbefriedigte";"ADJA";"unbefriedigt";""
"t541";"Einbildungskraft";"NN";"Einbildungskraft";""
"t542";"weiter";"ADV";"weiter";""
"t543";"hinaus";"ADV";"hinaus";""
"t544";"forschte";"VVFIN";"forschen";""
"t545";".";"$.";".";""
"t546";"Hatte";"VAFIN";"haben";""
"t547";"er";"PPER";"er";""
"t548";"Reisen";"NN";"Reise|Reisen";""
"t549";"gemacht";"VVPP";"machen";""
"t550";"?";"$.";"?";""
"t551";"Vermutlich";"ADV";"vermutlich";""
"t552";",";"$,";",";""
"t553";"denn";"KON";"denn";""
"t554";"kein";"PIAT";"kein";""
"t555";"Mensch";"NN";"Mensch";""
"t556";"war";"VAFIN";"sein";""
"t557";"besser";"ADJD";"gut";""
"t558";"wie";"KOKOM";"wie";""
"t559";"er";"PPER";"er";""
"t560";"in";"APPR";"in";""
"t561";"aller";"PIAT";"alle";""
"t562";"Welt";"NN";"Welt";""
"t563";"auf";"APPR";"auf";""
"t564";"der";"ART";"d";""
"t565";"Karte";"NN";"Karte";""
"t566";"bekannt";"VVPP";"bekennen";""
"t567";".";"$.";".";""
"t568";"Auch";"ADV";"auch";""
"t569";"von";"APPR";"von";""
"t570";"dem";"ART";"d";""
"t571";"entlegensten";"ADJA";"entlegen";""
"t572";"Ort";"NN";"Ort";""
"t573";"schien";"VVFIN";"scheinen";""
"t574";"er";"PPER";"er";""
"t575";"genaue";"ADJA";"genau";""
"t576";"Kenntnis";"NN";"Kenntnis";""
"t577";"zu";"PTKZU";"zu";""
"t578";"haben";"VAINF";"haben";""
"t579";".";"$.";".";""
"t580";"Manchmal";"ADV";"manchmal";""
"t581";"wusste";"VVFIN";"wissen";""
"t582";"er";"PPER";"er";""
"t583";",";"$,";",";""
"t584";"doch";"KON";"doch";""
"t585";"in";"APPR";"in";""
"t586";"wenigen";"PIAT";"wenig";""
"t587";",";"$,";",";""
"t588";"kurzen";"ADJA";"kurz";""
"t589";"und";"KON";"und";""
"t590";"klaren";"ADJA";"klar";""
"t591";"Worten";"NN";"Wort";""
"t592";",";"$,";",";""
"t593";"die";"PRELS";"d";""
"t594";"tausend";"CARD";"tausend";""
"t595";"Äußerungen";"NN";"Äußerung";""
"t596";",";"$,";",";""
"t597";"welche";"PRELS";"welch";""
"t598";"im";"APPRART";"im";""
"t599";"Club";"NN";"Club";""
"t600";"über";"APPR";"über";""
"t601";"verlorene";"ADJA";"verloren";""
"t602";"oder";"KON";"oder";""
"t603";"verirrte";"ADJA";"verirrt";""
"t604";"Reisende";"NN";"Reisende";""
"t605";"zirkulierten";"VVFIN";"zirkulieren";""
"t606";",";"$,";",";""
"t607";"zu";"PTKZU";"zu";""
"t608";"berichtigen";"VVINF";"berichtigen";""
"t609";",";"$,";",";""
"t610";"und";"KON";"und";""
"t611";"seine";"PPOSAT";"sein";""
"t612";"Worte";"NN";"Wort";""
"t613";"schienen";"VVFIN";"scheinen";""
"t614";"oft";"ADV";"oft";""
"t615";"wie";"KOKOM";"wie";""
"t616";"von";"APPR";"von";""
"t617";"einem";"ART";"ein";""
"t618";"zweiten";"ADJA";"zweit";""
"t619";"Gesicht";"NN";"Gesicht";""
"t620";"eingegeben";"VVPP";"eingeben";""
"t621";",";"$,";",";""
"t622";"denn";"KON";"denn";""
"t623";"jedes";"PIAT";"jed";""
"t624";"Ereignis";"NN";"Ereignis";""
"t625";"rechtfertigte";"VVFIN";"rechtfertigen";""
"t626";"sie";"PPER";"sie";""
"t627";"schließlich";"ADV";"schließlich";""
"t628";".";"$.";".";""
"t629";"Es";"PPER";"es";""
"t630";"war";"VAFIN";"sein";""
"t631";"ein";"ART";"ein";""
"t632";"Mann";"NN";"Mann";""
"t633";",";"$,";",";""
"t634";"der";"PRELS";"d";""
"t635";"überall";"ADV";"überall";""
"t636";"hin";"ADV";"hin";""
"t637";"–";"ADJD";"<unknown>";""
"t638";"im";"APPRART";"im";""
"t639";"Geiste";"NN";"Geist";""
"t640";"wenigstens";"ADV";"wenigstens";""
"t641";"–";"ADJD";"<unknown>";""
"t642";"gereist";"VVPP";"reisen";""
"t643";"sein";"VAINF";"sein";""
"t644";"musste";"VMFIN";"müssen";""
"t645";".";"$.";".";""
"t646";"Zuverlässig";"ADJD";"zuverlässig";""
"t647";"jedoch";"ADV";"jedoch";""
"t648";"war";"VAFIN";"sein";""
"t649";"Phileas";"NE";"Philea";"B-PER"
"t650";"Fogg";"NE";"<unknown>";"I-PER"
"t651";"seit";"APPR";"seit";""
"t652";"vielen";"PIAT";"viel";""
"t653";"Jahren";"NN";"Jahr";""
"t654";"nicht";"PTKNEG";"nicht";""
"t655";"aus";"APPR";"aus";""
"t656";"London";"NE";"London";"B-GPE"
"t657";"hinaus";"ADV";"hinaus";""
"t658";"gekommen";"VVPP";"kommen";""
"t659";".";"$.";".";""
"t660";"Wer";"PWS";"wer";""
"t661";"ihn";"PPER";"er";""
"t662";"etwas";"ADV";"etwas";""
"t663";"näher";"ADJD";"nah";""
"t664";"zu";"PTKZU";"zu";""
"t665";"kennen";"VVINF";"kennen";""
"t666";"die";"ART";"d";""
"t667";"Ehre";"NN";"Ehre";""
"t668";"hatte";"VAFIN";"haben";""
"t669";",";"$,";",";""
"t670";"bezeugte";"VVFIN";"bezeugen";""
"t671";",";"$,";",";""
"t672";"dass";"KOUS";"dass";""
"t673";"kein";"PIAT";"kein";""
"t674";"Mensch";"NN";"Mensch";""
"t675";"ihn";"PPER";"er";""
"t676";"je";"ADV";"je";""
"t677";"woanders";"ADV";"woanders";""
"t678";"gesehen";"VVPP";"sehen";""
"t679";",";"$,";",";""
"t680";"als";"KOUS";"als";""
"t681";"auf";"APPR";"auf";""
"t682";"dem";"ART";"d";""
"t683";"geraden";"ADJA";"gerade";""
"t684";"Wege";"NN";"Weg";""
"t685";"von";"APPR";"von";""
"t686";"seinem";"PPOSAT";"sein";""
"t687";"Hause";"NN";"Haus";""
"t688";"zum";"APPRART";"zum";""
"t689";"Club";"NN";"Club";""
"t690";",";"$,";",";""
"t691";"den";"PRELS";"d";""
"t692";"er";"PPER";"er";""
"t693";"tagtäglich";"ADJD";"tagtäglich";""
